,Id,Use,Cat,Bird
2009,training_cat_16043,Train,1,0
2010,training_cat_16044,Train,1,0
2011,training_cat_16058,Train,1,0
2012,training_cat_16059,Train,1,0
2013,training_cat_1606,Train,1,0
2014,training_cat_16068,Train,1,0
2015,training_cat_16069,Train,1,0
2016,training_cat_16071,Train,1,0
2017,training_cat_16075,Train,1,0
2018,training_cat_16083,Train,1,0
2019,training_cat_16084,Train,1,0
2020,training_cat_16085,Train,1,0
2021,training_cat_16094,Train,1,0
2022,training_cat_16097,Train,1,0
2023,training_cat_161,Train,1,0
2024,training_cat_1611,Train,1,0
2025,training_cat_16110,Train,1,0
2026,training_cat_16114,Train,1,0
2027,training_cat_16119,Train,1,0
2028,training_cat_16123,Train,1,0
2029,training_cat_16124,Train,1,0
2030,training_cat_16125,Train,1,0
2031,training_cat_16126,Train,1,0
2032,training_cat_16129,Train,1,0
2033,training_cat_16131,Train,1,0
2034,training_cat_16134,Train,1,0
2035,training_cat_16135,Train,1,0
2036,training_cat_16138,Train,1,0
2037,training_cat_16140,Train,1,0
2038,training_cat_16141,Train,1,0
2039,training_cat_16144,Train,1,0
2040,training_cat_16147,Train,1,0
2041,training_cat_16149,Train,1,0
2042,training_cat_1615,Train,1,0
2043,training_cat_16156,Train,1,0
2044,training_cat_16166,Train,1,0
2045,training_cat_16171,Train,1,0
2046,training_cat_162,Train,1,0
2047,training_cat_1621,Train,1,0
2048,training_cat_16219,Train,1,0
2049,training_cat_16223,Train,1,0
2050,training_cat_16227,Train,1,0
2051,training_cat_1623,Train,1,0
2052,training_cat_16230,Train,1,0
2053,training_cat_16232,Train,1,0
2054,training_cat_1624,Train,1,0
2055,training_cat_16240,Train,1,0
2056,training_cat_16244,Train,1,0
2057,training_cat_16247,Train,1,0
2058,training_cat_16250,Train,1,0
2059,training_cat_16252,Train,1,0
2060,training_cat_16256,Train,1,0
2061,training_cat_16259,Train,1,0
2062,training_cat_16264,Train,1,0
2063,training_cat_16265,Train,1,0
2064,training_cat_16267,Train,1,0
2065,training_cat_16269,Train,1,0
2066,training_cat_1627,Train,1,0
2067,training_cat_16275,Train,1,0
2068,training_cat_16280,Train,1,0
2069,training_cat_16289,Train,1,0
2070,training_cat_16291,Train,1,0
2071,training_cat_16292,Train,1,0
2072,training_cat_16293,Train,1,0
2073,training_cat_16298,Train,1,0
2074,training_cat_163,Train,1,0
2075,training_cat_16301,Train,1,0
2076,training_cat_16306,Train,1,0
2077,training_cat_1631,Train,1,0
2078,training_cat_16310,Train,1,0
2079,training_cat_16323,Train,1,0
2080,training_cat_16324,Train,1,0
2081,training_cat_16325,Train,1,0
2082,training_cat_16328,Train,1,0
2083,training_cat_16333,Train,1,0
2084,training_cat_16338,Train,1,0
2085,training_cat_16342,Train,1,0
2086,training_cat_16345,Train,1,0
2087,training_cat_16347,Train,1,0
2088,training_cat_16348,Train,1,0
2089,training_cat_16356,Train,1,0
2090,training_cat_16359,Train,1,0
2091,training_cat_16361,Train,1,0
2092,training_cat_16365,Train,1,0
2093,training_cat_16380,Train,1,0
2094,training_cat_16382,Train,1,0
2095,training_cat_16392,Train,1,0
2096,training_cat_16394,Train,1,0
2097,training_cat_16395,Train,1,0
2098,training_cat_16399,Train,1,0
2099,training_cat_1640,Train,1,0
2100,training_cat_16407,Train,1,0
2101,training_cat_16412,Train,1,0
2102,training_cat_16413,Train,1,0
2103,training_cat_16414,Train,1,0
2104,training_cat_16415,Train,1,0
2105,training_cat_16417,Train,1,0
2106,training_cat_16418,Train,1,0
2107,training_cat_16419,Train,1,0
2108,training_cat_16421,Train,1,0
2109,training_cat_16427,Train,1,0
2110,training_cat_16428,Train,1,0
2111,training_cat_16430,Train,1,0
2112,training_cat_16433,Train,1,0
2113,training_cat_16434,Train,1,0
2114,training_cat_16440,Train,1,0
2115,training_cat_16444,Train,1,0
2116,training_cat_16445,Train,1,0
2117,training_cat_16448,Train,1,0
2118,training_cat_1645,Train,1,0
2119,training_cat_16450,Train,1,0
2120,training_cat_1646,Train,1,0
2121,training_cat_16463,Train,1,0
2122,training_cat_16467,Train,1,0
2123,training_cat_16468,Train,1,0
2124,training_cat_16470,Train,1,0
2125,training_cat_16486,Train,1,0
2126,training_cat_16487,Train,1,0
2127,training_cat_16488,Train,1,0
2128,training_cat_16492,Train,1,0
2129,training_cat_16493,Train,1,0
2130,training_cat_16498,Train,1,0
2131,training_cat_16502,Train,1,0
2132,training_cat_16508,Train,1,0
2133,training_cat_16510,Train,1,0
2134,training_cat_16512,Train,1,0
2135,training_cat_16514,Train,1,0
2136,training_cat_16517,Train,1,0
2137,training_cat_16518,Train,1,0
2138,training_cat_1652,Train,1,0
2139,training_cat_16520,Train,1,0
2140,training_cat_16524,Train,1,0
2141,training_cat_16526,Train,1,0
2142,training_cat_16532,Train,1,0
2143,training_cat_16533,Train,1,0
2144,training_cat_16537,Train,1,0
2145,training_cat_16539,Train,1,0
2146,training_cat_16542,Train,1,0
2147,training_cat_16548,Train,1,0
2148,training_cat_16550,Train,1,0
2149,training_cat_16551,Train,1,0
2150,training_cat_16554,Train,1,0
2151,training_cat_1656,Train,1,0
2152,training_cat_16560,Train,1,0
2153,training_cat_16561,Train,1,0
2154,training_cat_16564,Train,1,0
2155,training_cat_1657,Train,1,0
2156,training_cat_16573,Train,1,0
2157,training_cat_16577,Train,1,0
2158,training_cat_16579,Train,1,0
2159,training_cat_16580,Train,1,0
2160,training_cat_16581,Train,1,0
2161,training_cat_16582,Train,1,0
2162,training_cat_16583,Train,1,0
2163,training_cat_16586,Train,1,0
2164,training_cat_16588,Train,1,0
2165,training_cat_16589,Train,1,0
2166,training_cat_16593,Train,1,0
2167,training_cat_16596,Train,1,0
2168,training_cat_16599,Train,1,0
2169,training_cat_16601,Train,1,0
2170,training_cat_16607,Train,1,0
2171,training_cat_16610,Train,1,0
2172,training_cat_16613,Train,1,0
2173,training_cat_16618,Train,1,0
2174,training_cat_16619,Train,1,0
2175,training_cat_16620,Train,1,0
2176,training_cat_16622,Train,1,0
2177,training_cat_16624,Train,1,0
2178,training_cat_16630,Train,1,0
2179,training_cat_16634,Train,1,0
2180,training_cat_16640,Train,1,0
2181,training_cat_16642,Train,1,0
2182,training_cat_16645,Train,1,0
2183,training_cat_16646,Train,1,0
2184,training_cat_16647,Train,1,0
2185,training_cat_16648,Train,1,0
2186,training_cat_16649,Train,1,0
2187,training_cat_16650,Train,1,0
2188,training_cat_16653,Train,1,0
2189,training_cat_16658,Train,1,0
2190,training_cat_16659,Train,1,0
2191,training_cat_16662,Train,1,0
2192,training_cat_16665,Train,1,0
2193,training_cat_16668,Train,1,0
2194,training_cat_16677,Train,1,0
2195,training_cat_1668,Train,1,0
2196,training_cat_16680,Train,1,0
2197,training_cat_16682,Train,1,0
2198,training_cat_16683,Train,1,0
2199,training_cat_1670,Train,1,0
2200,training_cat_16700,Train,1,0
2201,training_cat_16703,Train,1,0
2202,training_cat_16710,Train,1,0
2203,training_cat_16712,Train,1,0
2204,training_cat_16714,Train,1,0
2205,training_cat_16721,Train,1,0
2206,training_cat_16723,Train,1,0
2207,training_cat_16726,Train,1,0
2208,training_cat_16728,Train,1,0
2209,training_cat_1673,Train,1,0
2210,training_cat_16730,Train,1,0
2211,training_cat_16739,Train,1,0
2212,training_cat_16741,Train,1,0
2213,training_cat_16742,Train,1,0
2214,training_cat_16743,Train,1,0
2215,training_cat_16746,Train,1,0
2216,training_cat_16747,Train,1,0
2217,training_cat_1675,Train,1,0
2218,training_cat_16760,Train,1,0
2219,training_cat_16761,Train,1,0
2220,training_cat_16762,Train,1,0
2221,training_cat_16765,Train,1,0
2222,training_cat_16766,Train,1,0
2223,training_cat_16767,Train,1,0
2224,training_cat_16770,Train,1,0
2225,training_cat_16776,Train,1,0
2226,training_cat_16779,Train,1,0
2227,training_cat_16783,Train,1,0
2228,training_cat_16786,Train,1,0
2229,training_cat_16789,Train,1,0
2230,training_cat_16794,Train,1,0
2231,training_cat_16803,Train,1,0
2232,training_cat_16810,Train,1,0
2233,training_cat_16819,Train,1,0
2234,training_cat_16821,Train,1,0
2235,training_cat_16827,Train,1,0
2236,training_cat_16830,Train,1,0
2237,training_cat_16831,Train,1,0
2238,training_cat_16832,Train,1,0
2239,training_cat_16833,Train,1,0
2240,training_cat_16834,Train,1,0
2241,training_cat_16836,Train,1,0
2242,training_cat_16839,Train,1,0
2243,training_cat_16841,Train,1,0
2244,training_cat_16842,Train,1,0
2245,training_cat_16846,Train,1,0
2246,training_cat_16848,Train,1,0
2247,training_cat_16849,Train,1,0
2248,training_cat_16858,Train,1,0
2249,training_cat_16863,Train,1,0
2250,training_cat_16865,Train,1,0
2251,training_cat_16868,Train,1,0
2252,training_cat_16872,Train,1,0
2253,training_cat_16876,Train,1,0
2254,training_cat_16881,Train,1,0
2255,training_cat_16884,Train,1,0
2256,training_cat_16889,Train,1,0
2257,training_cat_16890,Train,1,0
2258,training_cat_16899,Train,1,0
2259,training_cat_169,Train,1,0
2260,training_cat_1690,Train,1,0
2261,training_cat_16919,Train,1,0
2262,training_cat_16926,Train,1,0
2263,training_cat_16928,Train,1,0
2264,training_cat_16930,Train,1,0
2265,training_cat_16936,Train,1,0
2266,training_cat_16938,Train,1,0
2267,training_cat_16943,Train,1,0
2268,training_cat_16945,Train,1,0
2269,training_cat_16946,Train,1,0
2270,training_cat_16950,Train,1,0
2271,training_cat_16951,Train,1,0
2272,training_cat_16955,Train,1,0
2273,training_cat_16959,Train,1,0
2274,training_cat_16961,Train,1,0
2275,training_cat_16962,Train,1,0
2276,training_cat_16967,Train,1,0
2277,training_cat_16969,Train,1,0
2278,training_cat_16970,Train,1,0
2279,training_cat_16972,Train,1,0
2280,training_cat_16973,Train,1,0
2281,training_cat_1698,Train,1,0
2282,training_cat_16984,Train,1,0
2283,training_cat_16986,Train,1,0
2284,training_cat_16987,Train,1,0
2285,training_cat_16992,Train,1,0
2286,training_cat_16994,Train,1,0
2287,training_cat_1700,Train,1,0
2288,training_cat_17001,Train,1,0
2289,training_cat_17004,Train,1,0
2290,training_cat_17007,Train,1,0
2291,training_cat_17010,Train,1,0
2292,training_cat_17021,Train,1,0
2293,training_cat_17024,Train,1,0
2294,training_cat_17026,Train,1,0
2295,training_cat_17034,Train,1,0
2296,training_cat_17039,Train,1,0
2297,training_cat_17049,Train,1,0
2298,training_cat_17052,Train,1,0
2299,training_cat_17054,Train,1,0
2300,training_cat_17055,Train,1,0
2301,training_cat_17057,Train,1,0
2302,training_cat_17064,Train,1,0
2303,training_cat_17066,Train,1,0
2304,training_cat_17068,Train,1,0
2305,training_cat_1707,Train,1,0
2306,training_cat_17077,Train,1,0
2307,training_cat_17078,Train,1,0
2308,training_cat_17079,Train,1,0
2309,training_cat_1708,Train,1,0
2310,training_cat_17083,Train,1,0
2311,training_cat_17085,Train,1,0
2312,training_cat_17087,Train,1,0
2313,training_cat_171,Train,1,0
2314,training_cat_1710,Train,1,0
2315,training_cat_17100,Train,1,0
2316,training_cat_17105,Train,1,0
2317,training_cat_17106,Train,1,0
2318,training_cat_17108,Train,1,0
2319,training_cat_17109,Train,1,0
2320,training_cat_17113,Train,1,0
2321,training_cat_17118,Train,1,0
2322,training_cat_1712,Train,1,0
2323,training_cat_17122,Train,1,0
2324,training_cat_17125,Train,1,0
2325,training_cat_17126,Train,1,0
2326,training_cat_17127,Train,1,0
2327,training_cat_17128,Train,1,0
2328,training_cat_17129,Train,1,0
2329,training_cat_1713,Train,1,0
2330,training_cat_17134,Train,1,0
2331,training_cat_17135,Train,1,0
2332,training_cat_17141,Train,1,0
2333,training_cat_17144,Train,1,0
2334,training_cat_17146,Train,1,0
2335,training_cat_17148,Train,1,0
2336,training_cat_17152,Train,1,0
2337,training_cat_17154,Train,1,0
2338,training_cat_17158,Train,1,0
2339,training_cat_17160,Train,1,0
2340,training_cat_17162,Train,1,0
2341,training_cat_17163,Train,1,0
2342,training_cat_17167,Train,1,0
2343,training_cat_17170,Train,1,0
2344,training_cat_17173,Train,1,0
2345,training_cat_17180,Train,1,0
2346,training_cat_17183,Train,1,0
2347,training_cat_17194,Train,1,0
2348,training_cat_17195,Train,1,0
2349,training_cat_17198,Train,1,0
2350,training_cat_17203,Train,1,0
2351,training_cat_17209,Train,1,0
2352,training_cat_1721,Train,1,0
2353,training_cat_17211,Train,1,0
2354,training_cat_17212,Train,1,0
2355,training_cat_17214,Train,1,0
2356,training_cat_17215,Train,1,0
2357,training_cat_17220,Train,1,0
2358,training_cat_17221,Train,1,0
2359,training_cat_17225,Train,1,0
2360,training_cat_17227,Train,1,0
2361,training_cat_17229,Train,1,0
2362,training_cat_17231,Train,1,0
2363,training_cat_17236,Train,1,0
2364,training_cat_17243,Train,1,0
2365,training_cat_17248,Train,1,0
2366,training_cat_17257,Train,1,0
2367,training_cat_17258,Train,1,0
2368,training_cat_17260,Train,1,0
2369,training_cat_17262,Train,1,0
2370,training_cat_17267,Train,1,0
2371,training_cat_17269,Train,1,0
2372,training_cat_17275,Train,1,0
2373,training_cat_17279,Train,1,0
2374,training_cat_17283,Train,1,0
2375,training_cat_17285,Train,1,0
2376,training_cat_17286,Train,1,0
2377,training_cat_17289,Train,1,0
2378,training_cat_17291,Train,1,0
2379,training_cat_17298,Train,1,0
2380,training_cat_17300,Train,1,0
2381,training_cat_17303,Train,1,0
2382,training_cat_17304,Train,1,0
2383,training_cat_17311,Train,1,0
2384,training_cat_17315,Train,1,0
2385,training_cat_17320,Train,1,0
2386,training_cat_17322,Train,1,0
2387,training_cat_17327,Train,1,0
2388,training_cat_17328,Train,1,0
2389,training_cat_17330,Train,1,0
2390,training_cat_17334,Train,1,0
2391,training_cat_17337,Train,1,0
2392,training_cat_17341,Train,1,0
2393,training_cat_17343,Train,1,0
2394,training_cat_17346,Train,1,0
2395,training_cat_17348,Train,1,0
2396,training_cat_17367,Train,1,0
2397,training_cat_17374,Train,1,0
2398,training_cat_17381,Train,1,0
2399,training_cat_17390,Train,1,0
2400,training_cat_17394,Train,1,0
2401,training_cat_17395,Train,1,0
2402,training_cat_17396,Train,1,0
2403,training_cat_174,Train,1,0
2404,training_cat_1740,Train,1,0
2405,training_cat_17407,Train,1,0
2406,training_cat_17408,Train,1,0
2407,training_cat_17410,Train,1,0
2408,training_cat_17414,Train,1,0
2409,training_cat_1742,Train,1,0
2410,training_cat_17420,Train,1,0
2411,training_cat_17425,Train,1,0
2412,training_cat_17429,Train,1,0
2413,training_cat_1743,Train,1,0
2414,training_cat_17433,Train,1,0
2415,training_cat_17435,Train,1,0
2416,training_cat_17443,Train,1,0
2417,training_cat_17451,Train,1,0
2418,training_cat_17452,Train,1,0
2419,training_cat_17454,Train,1,0
2420,training_cat_17455,Train,1,0
2421,training_cat_17460,Train,1,0
2422,training_cat_17465,Train,1,0
2423,training_cat_17467,Train,1,0
2424,training_cat_17474,Train,1,0
2425,training_cat_17475,Train,1,0
2426,training_cat_17477,Train,1,0
2427,training_cat_17479,Train,1,0
2428,training_cat_1748,Train,1,0
2429,training_cat_17488,Train,1,0
2430,training_cat_17496,Train,1,0
2431,training_cat_17504,Train,1,0
2432,training_cat_17510,Train,1,0
2433,training_cat_17512,Train,1,0
2434,training_cat_17518,Train,1,0
2435,training_cat_17523,Train,1,0
2436,training_cat_17524,Train,1,0
2437,training_cat_17525,Train,1,0
2438,training_cat_17529,Train,1,0
2439,training_cat_1753,Train,1,0
2440,training_cat_1754,Train,1,0
2441,training_cat_1756,Train,1,0
2442,training_cat_1764,Train,1,0
2443,training_cat_1771,Train,1,0
2444,training_cat_1772,Train,1,0
2445,training_cat_1774,Train,1,0
2446,training_cat_1775,Train,1,0
2447,training_cat_1776,Train,1,0
2448,training_cat_1779,Train,1,0
2449,training_cat_178,Train,1,0
2450,training_cat_1780,Train,1,0
2451,training_cat_1786,Train,1,0
2452,training_cat_1787,Train,1,0
2453,training_cat_1794,Train,1,0
2454,training_cat_1796,Train,1,0
2455,training_cat_1797,Train,1,0
2456,training_cat_1798,Train,1,0
2457,training_cat_17988,Train,1,0
2458,training_cat_17989,Train,1,0
2459,training_cat_1799,Train,1,0
2460,training_cat_17991,Train,1,0
2461,training_cat_17993,Train,1,0
2462,training_cat_17997,Train,1,0
2463,training_cat_17998,Train,1,0
2464,training_cat_18,Train,1,0
2465,training_cat_18001,Train,1,0
2466,training_cat_18005,Train,1,0
2467,training_cat_18008,Train,1,0
2468,training_cat_18019,Train,1,0
2469,training_cat_18023,Train,1,0
2470,training_cat_18025,Train,1,0
2471,training_cat_18027,Train,1,0
2472,training_cat_18032,Train,1,0
2473,training_cat_18036,Train,1,0
2474,training_cat_18041,Train,1,0
2475,training_cat_18043,Train,1,0
2476,training_cat_18063,Train,1,0
2477,training_cat_18067,Train,1,0
2478,training_cat_18072,Train,1,0
2479,training_cat_18074,Train,1,0
2480,training_cat_18079,Train,1,0
2481,training_cat_18088,Train,1,0
2482,training_cat_18093,Train,1,0
2483,training_cat_18099,Train,1,0
2484,training_cat_181,Train,1,0
2485,training_cat_18102,Train,1,0
2486,training_cat_18103,Train,1,0
2487,training_cat_18104,Train,1,0
2488,training_cat_18109,Train,1,0
2489,training_cat_18114,Train,1,0
2490,training_cat_18125,Train,1,0
2491,training_cat_18130,Train,1,0
2492,training_cat_18148,Train,1,0
2493,training_cat_1815,Train,1,0
2494,training_cat_18150,Train,1,0
2495,training_cat_18151,Train,1,0
2496,training_cat_18156,Train,1,0
2497,training_cat_18160,Train,1,0
2498,training_cat_18164,Train,1,0
2499,training_cat_18165,Train,1,0
2500,training_cat_18170,Train,1,0
2501,training_cat_18173,Train,1,0
2502,training_cat_18174,Train,1,0
2503,training_cat_18175,Train,1,0
2504,training_cat_18177,Train,1,0
2505,training_cat_1818,Train,1,0
2506,training_cat_18180,Train,1,0
2507,training_cat_18190,Train,1,0
2508,training_cat_18195,Train,1,0
2509,training_cat_18199,Train,1,0
2510,training_cat_18206,Train,1,0
2511,training_cat_18209,Train,1,0
2512,training_cat_18213,Train,1,0
2513,training_cat_18215,Train,1,0
2514,training_cat_18219,Train,1,0
2515,training_cat_18225,Train,1,0
2516,training_cat_18229,Train,1,0
2517,training_cat_18237,Train,1,0
2518,training_cat_18240,Train,1,0
2519,training_cat_18248,Train,1,0
2520,training_cat_18249,Train,1,0
2521,training_cat_1825,Train,1,0
2522,training_cat_18252,Train,1,0
2523,training_cat_18253,Train,1,0
2524,training_cat_18254,Train,1,0
2525,training_cat_18256,Train,1,0
2526,training_cat_18257,Train,1,0
2527,training_cat_18259,Train,1,0
2528,training_cat_18260,Train,1,0
2529,training_cat_18261,Train,1,0
2530,training_cat_18264,Train,1,0
2531,training_cat_1827,Train,1,0
2532,training_cat_18276,Train,1,0
2533,training_cat_18279,Train,1,0
2534,training_cat_18282,Train,1,0
2535,training_cat_1829,Train,1,0
2536,training_cat_18298,Train,1,0
2537,training_cat_18299,Train,1,0
2538,training_cat_183,Train,1,0
2539,training_cat_18304,Train,1,0
2540,training_cat_18305,Train,1,0
2541,training_cat_18306,Train,1,0
2542,training_cat_1831,Train,1,0
2543,training_cat_18311,Train,1,0
2544,training_cat_18312,Train,1,0
2545,training_cat_18313,Train,1,0
2546,training_cat_18318,Train,1,0
2547,training_cat_18322,Train,1,0
2548,training_cat_18328,Train,1,0
2549,training_cat_18329,Train,1,0
2550,training_cat_18330,Train,1,0
2551,training_cat_18331,Train,1,0
2552,training_cat_18338,Train,1,0
2553,training_cat_1834,Train,1,0
2554,training_cat_18346,Train,1,0
2555,training_cat_18347,Train,1,0
2556,training_cat_18348,Train,1,0
2557,training_cat_18352,Train,1,0
2558,training_cat_18357,Train,1,0
2559,training_cat_18359,Train,1,0
2560,training_cat_1836,Train,1,0
2561,training_cat_18360,Train,1,0
2562,training_cat_18361,Train,1,0
2563,training_cat_18364,Train,1,0
2564,training_cat_18369,Train,1,0
2565,training_cat_18376,Train,1,0
2566,training_cat_18380,Train,1,0
2567,training_cat_18381,Train,1,0
2568,training_cat_18382,Train,1,0
2569,training_cat_18385,Train,1,0
2570,training_cat_18387,Train,1,0
2571,training_cat_18388,Train,1,0
2572,training_cat_1839,Train,1,0
2573,training_cat_18398,Train,1,0
2574,training_cat_18399,Train,1,0
2575,training_cat_18402,Train,1,0
2576,training_cat_18403,Train,1,0
2577,training_cat_18404,Train,1,0
2578,training_cat_18406,Train,1,0
2579,training_cat_18411,Train,1,0
2580,training_cat_18413,Train,1,0
2581,training_cat_18415,Train,1,0
2582,training_cat_18416,Train,1,0
2583,training_cat_18421,Train,1,0
2584,training_cat_18422,Train,1,0
2585,training_cat_18425,Train,1,0
2586,training_cat_18427,Train,1,0
2587,training_cat_1843,Train,1,0
2588,training_cat_18435,Train,1,0
2589,training_cat_18448,Train,1,0
2590,training_cat_18454,Train,1,0
2591,training_cat_18466,Train,1,0
2592,training_cat_18468,Train,1,0
2593,training_cat_18471,Train,1,0
2594,training_cat_18475,Train,1,0
2595,training_cat_18479,Train,1,0
2596,training_cat_18481,Train,1,0
2597,training_cat_18483,Train,1,0
2598,training_cat_18484,Train,1,0
2599,training_cat_18485,Train,1,0
2600,training_cat_18488,Train,1,0
2601,training_cat_18489,Train,1,0
2602,training_cat_1849,Train,1,0
2603,training_cat_18494,Train,1,0
2604,training_cat_18500,Train,1,0
2605,training_cat_18501,Train,1,0
2606,training_cat_18509,Train,1,0
2607,training_cat_18512,Train,1,0
2608,training_cat_18520,Train,1,0
2609,training_cat_18524,Train,1,0
2610,training_cat_18527,Train,1,0
2611,training_cat_1853,Train,1,0
2612,training_cat_18531,Train,1,0
2613,training_cat_18532,Train,1,0
2614,training_cat_18534,Train,1,0
2615,training_cat_18536,Train,1,0
2616,training_cat_18542,Train,1,0
2617,training_cat_18543,Train,1,0
2618,training_cat_18552,Train,1,0
2619,training_cat_18555,Train,1,0
2620,training_cat_18563,Train,1,0
2621,training_cat_18570,Train,1,0
2622,training_cat_18575,Train,1,0
2623,training_cat_18578,Train,1,0
2624,training_cat_18585,Train,1,0
2625,training_cat_18593,Train,1,0
2626,training_cat_18595,Train,1,0
2627,training_cat_18596,Train,1,0
2628,training_cat_1860,Train,1,0
2629,training_cat_18601,Train,1,0
2630,training_cat_18609,Train,1,0
2631,training_cat_18612,Train,1,0
2632,training_cat_18614,Train,1,0
2633,training_cat_18619,Train,1,0
2634,training_cat_1862,Train,1,0
2635,training_cat_18622,Train,1,0
2636,training_cat_18624,Train,1,0
2637,training_cat_18625,Train,1,0
2638,training_cat_18626,Train,1,0
2639,training_cat_18629,Train,1,0
2640,training_cat_18633,Train,1,0
2641,training_cat_18634,Train,1,0
2642,training_cat_18636,Train,1,0
2643,training_cat_18639,Train,1,0
2644,training_cat_18640,Train,1,0
2645,training_cat_18645,Train,1,0
2646,training_cat_1865,Train,1,0
2647,training_cat_18651,Train,1,0
2648,training_cat_18654,Train,1,0
2649,training_cat_18657,Train,1,0
2650,training_cat_1866,Train,1,0
2651,training_cat_18661,Train,1,0
2652,training_cat_18670,Train,1,0
2653,training_cat_18674,Train,1,0
2654,training_cat_18678,Train,1,0
2655,training_cat_18679,Train,1,0
2656,training_cat_1868,Train,1,0
2657,training_cat_18681,Train,1,0
2658,training_cat_18683,Train,1,0
2659,training_cat_18686,Train,1,0
2660,training_cat_18687,Train,1,0
2661,training_cat_18691,Train,1,0
2662,training_cat_18693,Train,1,0
2663,training_cat_18696,Train,1,0
2664,training_cat_18699,Train,1,0
2665,training_cat_18702,Train,1,0
2666,training_cat_18706,Train,1,0
2667,training_cat_18716,Train,1,0
2668,training_cat_18717,Train,1,0
2669,training_cat_18722,Train,1,0
2670,training_cat_18726,Train,1,0
2671,training_cat_1873,Train,1,0
2672,training_cat_18739,Train,1,0
2673,training_cat_18740,Train,1,0
2674,training_cat_18742,Train,1,0
2675,training_cat_18745,Train,1,0
2676,training_cat_1875,Train,1,0
2677,training_cat_18755,Train,1,0
2678,training_cat_1876,Train,1,0
2679,training_cat_18763,Train,1,0
2680,training_cat_18764,Train,1,0
2681,training_cat_18765,Train,1,0
2682,training_cat_1879,Train,1,0
2683,training_cat_18796,Train,1,0
2684,training_cat_18797,Train,1,0
2685,training_cat_18805,Train,1,0
2686,training_cat_18806,Train,1,0
2687,training_cat_18816,Train,1,0
2688,training_cat_1882,Train,1,0
2689,training_cat_18820,Train,1,0
2690,training_cat_18828,Train,1,0
2691,training_cat_18829,Train,1,0
2692,training_cat_1883,Train,1,0
2693,training_cat_18831,Train,1,0
2694,training_cat_18835,Train,1,0
2695,training_cat_18842,Train,1,0
2696,training_cat_18844,Train,1,0
2697,training_cat_18847,Train,1,0
2698,training_cat_1885,Train,1,0
2699,training_cat_18850,Train,1,0
2700,training_cat_18851,Train,1,0
2701,training_cat_18858,Train,1,0
2702,training_cat_18865,Train,1,0
2703,training_cat_18869,Train,1,0
2704,training_cat_18870,Train,1,0
2705,training_cat_18878,Train,1,0
2706,training_cat_1888,Train,1,0
2707,training_cat_18881,Train,1,0
2708,training_cat_18886,Train,1,0
2709,training_cat_1889,Train,1,0
2710,training_cat_18894,Train,1,0
2711,training_cat_1890,Train,1,0
2712,training_cat_18901,Train,1,0
2713,training_cat_18902,Train,1,0
2714,training_cat_18910,Train,1,0
2715,training_cat_18911,Train,1,0
2716,training_cat_18914,Train,1,0
2717,training_cat_18926,Train,1,0
2718,training_cat_1893,Train,1,0
2719,training_cat_18931,Train,1,0
2720,training_cat_18934,Train,1,0
2721,training_cat_18936,Train,1,0
2722,training_cat_18940,Train,1,0
2723,training_cat_18943,Train,1,0
2724,training_cat_18948,Train,1,0
2725,training_cat_18952,Train,1,0
2726,training_cat_18956,Train,1,0
2727,training_cat_18963,Train,1,0
2728,training_cat_18965,Train,1,0
2729,training_cat_18966,Train,1,0
2730,training_cat_18969,Train,1,0
2731,training_cat_18972,Train,1,0
2732,training_cat_18974,Train,1,0
2733,training_cat_18986,Train,1,0
2734,training_cat_18987,Train,1,0
2735,training_cat_18988,Train,1,0
2736,training_cat_1899,Train,1,0
2737,training_cat_18992,Train,1,0
2738,training_cat_18998,Train,1,0
2739,training_cat_190,Train,1,0
2740,training_cat_19002,Train,1,0
2741,training_cat_19004,Train,1,0
2742,training_cat_19005,Train,1,0
2743,training_cat_19014,Train,1,0
2744,training_cat_19017,Train,1,0
2745,training_cat_19023,Train,1,0
2746,training_cat_19024,Train,1,0
2747,training_cat_19026,Train,1,0
2748,training_cat_19027,Train,1,0
2749,training_cat_19030,Train,1,0
2750,training_cat_19037,Train,1,0
2751,training_cat_19040,Train,1,0
2752,training_cat_19048,Train,1,0
2753,training_cat_19050,Train,1,0
2754,training_cat_19051,Train,1,0
2755,training_cat_19053,Train,1,0
2756,training_cat_19054,Train,1,0
2757,training_cat_19055,Train,1,0
2758,training_cat_19057,Train,1,0
2759,training_cat_19058,Train,1,0
2760,training_cat_1906,Train,1,0
2761,training_cat_19061,Train,1,0
2762,training_cat_19064,Train,1,0
2763,training_cat_19065,Train,1,0
2764,training_cat_19066,Train,1,0
2765,training_cat_1907,Train,1,0
2766,training_cat_19073,Train,1,0
2767,training_cat_19086,Train,1,0
2768,training_cat_19092,Train,1,0
2769,training_cat_19095,Train,1,0
2770,training_cat_19097,Train,1,0
2771,training_cat_1910,Train,1,0
2772,training_cat_19100,Train,1,0
2773,training_cat_19101,Train,1,0
2774,training_cat_19104,Train,1,0
2775,training_cat_19106,Train,1,0
2776,training_cat_19113,Train,1,0
2777,training_cat_19114,Train,1,0
2778,training_cat_19115,Train,1,0
2779,training_cat_19119,Train,1,0
2780,training_cat_19122,Train,1,0
2781,training_cat_19124,Train,1,0
2782,training_cat_19125,Train,1,0
2783,training_cat_19128,Train,1,0
2784,training_cat_19136,Train,1,0
2785,training_cat_19137,Train,1,0
